"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"BERKSHIRE COUNTY","2012","January","66842","61225","5617","8.4","7.4"
"BERKSHIRE COUNTY","2012","February","66881","61312","5569","8.3","7.3"
"BERKSHIRE COUNTY","2012","March","66354","61044","5310","8.0","6.9"
"BERKSHIRE COUNTY","2012","April","65407","60785","4622","7.1","6.3"
"BERKSHIRE COUNTY","2012","May","66223","61498","4725","7.1","6.5"
"BERKSHIRE COUNTY","2012","June","67995","63059","4936","7.3","6.9"
"BERKSHIRE COUNTY","2012","July","68782","63727","5055","7.3","7.1"
"BERKSHIRE COUNTY","2012","August","68050","63387","4663","6.9","6.7"
"BERKSHIRE COUNTY","2012","September","65657","61000","4657","7.1","6.5"
"BERKSHIRE COUNTY","2012","October","65343","60891","4452","6.8","6.3"
"BERKSHIRE COUNTY","2012","November","65012","60554","4458","6.9","6.1"
"BERKSHIRE COUNTY","2012","December","65420","60565","4855","7.4","6.4"
"BERKSHIRE COUNTY","2012","Annual","66497","61587","4910","7.4","6.7"
"BERKSHIRE COUNTY","2011","January","66981","60644","6337","9.5","8.3"
"BERKSHIRE COUNTY","2011","February","66647","60537","6110","9.2","8.0"
"BERKSHIRE COUNTY","2011","March","66325","60441","5884","8.9","7.6"
"BERKSHIRE COUNTY","2011","April","65695","60467","5228","8.0","7.0"
"BERKSHIRE COUNTY","2011","May","66091","60984","5107","7.7","7.1"
"BERKSHIRE COUNTY","2011","June","68522","63218","5304","7.7","7.5"
"BERKSHIRE COUNTY","2011","July","69129","63924","5205","7.5","7.5"
"BERKSHIRE COUNTY","2011","August","68824","63924","4900","7.1","7.0"
"BERKSHIRE COUNTY","2011","September","66077","61165","4912","7.4","7.1"
"BERKSHIRE COUNTY","2011","October","66275","61681","4594","6.9","6.6"
"BERKSHIRE COUNTY","2011","November","66221","61632","4589","6.9","6.4"
"BERKSHIRE COUNTY","2011","December","67047","62207","4840","7.2","6.5"
"BERKSHIRE COUNTY","2011","Annual","66986","61735","5251","7.8","7.2"
"BERKSHIRE COUNTY","2010","January","67075","60376","6699","10.0","9.3"
"BERKSHIRE COUNTY","2010","February","66982","60330","6652","9.9","9.1"
"BERKSHIRE COUNTY","2010","March","67057","60541","6516","9.7","8.7"
"BERKSHIRE COUNTY","2010","April","66880","61147","5733","8.6","8.0"
"BERKSHIRE COUNTY","2010","May","67028","61550","5478","8.2","7.9"
"BERKSHIRE COUNTY","2010","June","69594","63987","5607","8.1","8.1"
"BERKSHIRE COUNTY","2010","July","70757","65109","5648","8.0","8.1"
"BERKSHIRE COUNTY","2010","August","70084","64756","5328","7.6","7.7"
"BERKSHIRE COUNTY","2010","September","67185","61887","5298","7.9","7.8"
"BERKSHIRE COUNTY","2010","October","66115","61104","5011","7.6","7.3"
"BERKSHIRE COUNTY","2010","November","66096","60685","5411","8.2","7.5"
"BERKSHIRE COUNTY","2010","December","66364","60868","5496","8.3","7.4"
"BERKSHIRE COUNTY","2010","Annual","67602","61862","5740","8.5","8.1"
"BERKSHIRE COUNTY","2009","January","72516","66635","5881","8.1","7.8"
"BERKSHIRE COUNTY","2009","February","72574","66657","5917","8.2","8.1"
"BERKSHIRE COUNTY","2009","March","72014","66137","5877","8.2","8.1"
"BERKSHIRE COUNTY","2009","April","72090","66840","5250","7.3","7.5"
"BERKSHIRE COUNTY","2009","May","72600","67324","5276","7.3","8.0"
"BERKSHIRE COUNTY","2009","June","75704","69947","5757","7.6","8.4"
"BERKSHIRE COUNTY","2009","July","76248","70548","5700","7.5","8.5"
"BERKSHIRE COUNTY","2009","August","75364","69903","5461","7.2","8.2"
"BERKSHIRE COUNTY","2009","September","72134","66537","5597","7.8","8.4"
"BERKSHIRE COUNTY","2009","October","71843","66504","5339","7.4","8.1"
"BERKSHIRE COUNTY","2009","November","72035","66456","5579","7.7","7.9"
"BERKSHIRE COUNTY","2009","December","71913","65996","5917","8.2","8.2"
"BERKSHIRE COUNTY","2009","Annual","73086","67457","5629","7.7","8.1"
"BERKSHIRE COUNTY","2008","January","72028","67971","4057","5.6","5.2"
"BERKSHIRE COUNTY","2008","February","71714","67838","3876","5.4","5.1"
"BERKSHIRE COUNTY","2008","March","71405","67556","3849","5.4","4.9"
"BERKSHIRE COUNTY","2008","April","70726","67320","3406","4.8","4.4"
"BERKSHIRE COUNTY","2008","May","71661","68199","3462","4.8","4.9"
"BERKSHIRE COUNTY","2008","June","74558","70621","3937","5.3","5.3"
"BERKSHIRE COUNTY","2008","July","76027","72174","3853","5.1","5.5"
"BERKSHIRE COUNTY","2008","August","75398","71777","3621","4.8","5.4"
"BERKSHIRE COUNTY","2008","September","72446","68592","3854","5.3","5.5"
"BERKSHIRE COUNTY","2008","October","72508","68832","3676","5.1","5.4"
"BERKSHIRE COUNTY","2008","November","72597","68419","4178","5.8","5.7"
"BERKSHIRE COUNTY","2008","December","72836","67980","4856","6.7","6.3"
"BERKSHIRE COUNTY","2008","Annual","72825","68940","3885","5.3","5.3"
"BERKSHIRE COUNTY","2007","January","72694","68437","4257","5.9","5.4"
"BERKSHIRE COUNTY","2007","February","72564","68547","4017","5.5","5.1"
"BERKSHIRE COUNTY","2007","March","72131","68384","3747","5.2","4.7"
"BERKSHIRE COUNTY","2007","April","71264","67802","3462","4.9","4.3"
"BERKSHIRE COUNTY","2007","May","72100","69055","3045","4.2","4.3"
"BERKSHIRE COUNTY","2007","June","75203","71793","3410","4.5","4.6"
"BERKSHIRE COUNTY","2007","July","76087","72851","3236","4.3","4.7"
"BERKSHIRE COUNTY","2007","August","75013","72182","2831","3.8","4.3"
"BERKSHIRE COUNTY","2007","September","72109","69173","2936","4.1","4.4"
"BERKSHIRE COUNTY","2007","October","71371","68787","2584","3.6","4.0"
"BERKSHIRE COUNTY","2007","November","71599","68829","2770","3.9","4.0"
"BERKSHIRE COUNTY","2007","December","71709","68615","3094","4.3","4.3"
"BERKSHIRE COUNTY","2007","Annual","72820","69538","3282","4.5","4.5"
"BERKSHIRE COUNTY","2006","January","72094","68147","3947","5.5","5.3"
"BERKSHIRE COUNTY","2006","February","71864","67983","3881","5.4","5.3"
"BERKSHIRE COUNTY","2006","March","71703","68032","3671","5.1","5.0"
"BERKSHIRE COUNTY","2006","April","71537","68339","3198","4.5","4.6"
"BERKSHIRE COUNTY","2006","May","72381","69426","2955","4.1","4.6"
"BERKSHIRE COUNTY","2006","June","75735","72438","3297","4.4","4.8"
"BERKSHIRE COUNTY","2006","July","76696","73582","3114","4.1","5.0"
"BERKSHIRE COUNTY","2006","August","76222","73269","2953","3.9","4.6"
"BERKSHIRE COUNTY","2006","September","72632","69528","3104","4.3","4.7"
"BERKSHIRE COUNTY","2006","October","72949","70261","2688","3.7","4.1"
"BERKSHIRE COUNTY","2006","November","73156","70094","3062","4.2","4.3"
"BERKSHIRE COUNTY","2006","December","73323","70044","3279","4.5","4.3"
"BERKSHIRE COUNTY","2006","Annual","73357","70095","3262","4.4","4.7"
"BERKSHIRE COUNTY","2005","January","72226","68384","3842","5.3","5.5"
"BERKSHIRE COUNTY","2005","February","71813","67951","3862","5.4","5.5"
"BERKSHIRE COUNTY","2005","March","71510","67842","3668","5.1","5.1"
"BERKSHIRE COUNTY","2005","April","71033","67899","3134","4.4","4.6"
"BERKSHIRE COUNTY","2005","May","71865","68907","2958","4.1","4.7"
"BERKSHIRE COUNTY","2005","June","74543","71366","3177","4.3","4.9"
"BERKSHIRE COUNTY","2005","July","75955","72916","3039","4.0","4.9"
"BERKSHIRE COUNTY","2005","August","75498","72780","2718","3.6","4.5"
"BERKSHIRE COUNTY","2005","September","72078","69191","2887","4.0","4.8"
"BERKSHIRE COUNTY","2005","October","71867","69206","2661","3.7","4.3"
"BERKSHIRE COUNTY","2005","November","71705","68721","2984","4.2","4.5"
"BERKSHIRE COUNTY","2005","December","71866","68762","3104","4.3","4.5"
"BERKSHIRE COUNTY","2005","Annual","72664","69494","3170","4.4","4.8"
"BERKSHIRE COUNTY","2004","January","73155","68794","4361","6.0","6.1"
"BERKSHIRE COUNTY","2004","February","72464","68408","4056","5.6","5.8"
"BERKSHIRE COUNTY","2004","March","71990","67946","4044","5.6","5.7"
"BERKSHIRE COUNTY","2004","April","70869","67478","3391","4.8","5.0"
"BERKSHIRE COUNTY","2004","May","71553","68294","3259","4.6","5.0"
"BERKSHIRE COUNTY","2004","June","74326","70724","3602","4.8","5.4"
"BERKSHIRE COUNTY","2004","July","74991","71620","3371","4.5","5.3"
"BERKSHIRE COUNTY","2004","August","74368","71347","3021","4.1","4.8"
"BERKSHIRE COUNTY","2004","September","71543","68636","2907","4.1","4.8"
"BERKSHIRE COUNTY","2004","October","71572","68883","2689","3.8","4.4"
"BERKSHIRE COUNTY","2004","November","71231","68419","2812","3.9","4.5"
"BERKSHIRE COUNTY","2004","December","71327","68301","3026","4.2","4.5"
"BERKSHIRE COUNTY","2004","Annual","72449","69071","3378","4.7","5.1"
"BERKSHIRE COUNTY","2003","January","72578","68344","4234","5.8","6.3"
"BERKSHIRE COUNTY","2003","February","72538","68311","4227","5.8","6.1"
"BERKSHIRE COUNTY","2003","March","71979","67937","4042","5.6","6.0"
"BERKSHIRE COUNTY","2003","April","71690","67975","3715","5.2","5.5"
"BERKSHIRE COUNTY","2003","May","72503","69014","3489","4.8","5.7"
"BERKSHIRE COUNTY","2003","June","74923","71108","3815","5.1","6.2"
"BERKSHIRE COUNTY","2003","July","75649","72082","3567","4.7","6.0"
"BERKSHIRE COUNTY","2003","August","74967","71564","3403","4.5","5.6"
"BERKSHIRE COUNTY","2003","September","72586","69218","3368","4.6","5.7"
"BERKSHIRE COUNTY","2003","October","72164","69009","3155","4.4","5.2"
"BERKSHIRE COUNTY","2003","November","72042","68672","3370","4.7","5.2"
"BERKSHIRE COUNTY","2003","December","72376","68894","3482","4.8","5.1"
"BERKSHIRE COUNTY","2003","Annual","73000","69344","3656","5.0","5.7"
"BERKSHIRE COUNTY","2002","January","71749","68222","3527","4.9","5.6"
"BERKSHIRE COUNTY","2002","February","72031","68598","3433","4.8","5.4"
"BERKSHIRE COUNTY","2002","March","71447","67897","3550","5.0","5.4"
"BERKSHIRE COUNTY","2002","April","71037","67815","3222","4.5","5.0"
"BERKSHIRE COUNTY","2002","May","72151","69126","3025","4.2","4.9"
"BERKSHIRE COUNTY","2002","June","74951","71497","3454","4.6","5.4"
"BERKSHIRE COUNTY","2002","July","75765","72266","3499","4.6","5.4"
"BERKSHIRE COUNTY","2002","August","75326","72134","3192","4.2","5.1"
"BERKSHIRE COUNTY","2002","September","72615","69348","3267","4.5","5.2"
"BERKSHIRE COUNTY","2002","October","72712","69785","2927","4.0","4.9"
"BERKSHIRE COUNTY","2002","November","71976","68764","3212","4.5","5.1"
"BERKSHIRE COUNTY","2002","December","72414","69019","3395","4.7","5.3"
"BERKSHIRE COUNTY","2002","Annual","72848","69539","3309","4.5","5.2"
"BERKSHIRE COUNTY","2001","January","69584","66625","2959","4.3","3.7"
"BERKSHIRE COUNTY","2001","February","69215","66361","2854","4.1","3.5"
"BERKSHIRE COUNTY","2001","March","69275","66355","2920","4.2","3.6"
"BERKSHIRE COUNTY","2001","April","68817","66325","2492","3.6","3.2"
"BERKSHIRE COUNTY","2001","May","69683","67453","2230","3.2","3.3"
"BERKSHIRE COUNTY","2001","June","72346","69815","2531","3.5","3.8"
"BERKSHIRE COUNTY","2001","July","73584","71124","2460","3.3","3.9"
"BERKSHIRE COUNTY","2001","August","72982","70687","2295","3.1","3.9"
"BERKSHIRE COUNTY","2001","September","70813","68487","2326","3.3","4.0"
"BERKSHIRE COUNTY","2001","October","70427","68335","2092","3.0","4.0"
"BERKSHIRE COUNTY","2001","November","70561","68280","2281","3.2","4.2"
"BERKSHIRE COUNTY","2001","December","70798","68191","2607","3.7","4.4"
"BERKSHIRE COUNTY","2001","Annual","70674","68170","2504","3.5","3.8"
"BRISTOL COUNTY","2020","January","304748","290150","14598","4.8","3.5"
"BRISTOL COUNTY","2020","February","304518","290585","13933","4.6","3.3"
"BRISTOL COUNTY","2020","March","300555","286301","14254","4.7","3.6"
"BRISTOL COUNTY","2020","April","280703","220220","60483","21.5","16.7"
"BRISTOL COUNTY","2020","May","295388","239468","55920","18.9","15.6"
"BRISTOL COUNTY","2020","June","305214","255606","49608","16.3","14.5"
"BRISTOL COUNTY","2020","July","304245","260953","43292","14.2","13.0"
"BRISTOL COUNTY","2020","August","303860","269694","34166","11.2","10.3"
"BRISTOL COUNTY","2020","September","301363","269828","31535","10.5","9.8"
"BRISTOL COUNTY","2020","October","300506","275448","25058","8.3","8.1"
"BRISTOL COUNTY","2020","November","299882","276242","23640","7.9","7.6"
"BRISTOL COUNTY","2020","December","298758","274845","23913","8.0","7.4"
"BRISTOL COUNTY","2020","Annual","299978","267445","32533","10.8","9.4"
"BRISTOL COUNTY","2019","January","307010","290765","16245","5.3","4.0"
"BRISTOL COUNTY","2019","February","307581","292282","15299","5.0","3.6"
"BRISTOL COUNTY","2019","March","306148","292266","13882","4.5","3.4"
"BRISTOL COUNTY","2019","April","303588","292948","10640","3.5","2.8"
"BRISTOL COUNTY","2019","May","303806","292891","10915","3.6","2.9"
"BRISTOL COUNTY","2019","June","306268","294170","12098","4.0","3.2"
"BRISTOL COUNTY","2019","July","305681","293100","12581","4.1","3.3"
"BRISTOL COUNTY","2019","August","305708","294056","11652","3.8","3.0"
"BRISTOL COUNTY","2019","September","302530","292050","10480","3.5","2.8"
"BRISTOL COUNTY","2019","October","303460","293624","9836","3.2","2.6"
"BRISTOL COUNTY","2019","November","304519","294849","9670","3.2","2.5"
"BRISTOL COUNTY","2019","December","304267","293668","10599","3.5","2.6"
"BRISTOL COUNTY","2019","Annual","305047","293056","11991","3.9","3.1"
"BRISTOL COUNTY","2018","January","302456","284287","18169","6.0","4.3"
"BRISTOL COUNTY","2018","February","304727","287209","17518","5.7","4.2"
"BRISTOL COUNTY","2018","March","305153","289344","15809","5.2","3.8"
"BRISTOL COUNTY","2018","April","303895","291039","12856","4.2","3.3"
"BRISTOL COUNTY","2018","May","303968","291646","12322","4.1","3.3"
"BRISTOL COUNTY","2018","June","307348","293590","13758","4.5","3.7"
"BRISTOL COUNTY","2018","July","307514","293684","13830","4.5","3.7"
"BRISTOL COUNTY","2018","August","305173","292554","12619","4.1","3.3"
"BRISTOL COUNTY","2018","September","303451","291813","11638","3.8","3.2"
"BRISTOL COUNTY","2018","October","304120","293487","10633","3.5","2.9"
"BRISTOL COUNTY","2018","November","305024","294864","10160","3.3","2.8"
"BRISTOL COUNTY","2018","December","305720","294455","11265","3.7","3.0"
"BRISTOL COUNTY","2018","Annual","304879","291498","13381","4.4","3.4"
"BRISTOL COUNTY","2017","January","297507","279299","18208","6.1","4.5"
"BRISTOL COUNTY","2017","February","298790","280605","18185","6.1","4.4"
"BRISTOL COUNTY","2017","March","299737","283263","16474","5.5","4.0"
"BRISTOL COUNTY","2017","April","297373","283932","13441","4.5","3.6"
"BRISTOL COUNTY","2017","May","297241","283842","13399","4.5","3.7"
"BRISTOL COUNTY","2017","June","300313","285831","14482","4.8","4.0"
"BRISTOL COUNTY","2017","July","301379","286170","15209","5.0","4.1"
"BRISTOL COUNTY","2017","August","300815","286616","14199","4.7","3.8"
"BRISTOL COUNTY","2017","September","298423","284922","13501","4.5","3.7"
"BRISTOL COUNTY","2017","October","297229","285122","12107","4.1","3.3"
"BRISTOL COUNTY","2017","November","299004","286776","12228","4.1","3.3"
"BRISTOL COUNTY","2017","December","299367","286463","12904","4.3","3.4"
"BRISTOL COUNTY","2017","Annual","298931","284403","14528","4.9","3.8"
"BRISTOL COUNTY","2016","January","289765","270784","18981","6.6","4.9"
"BRISTOL COUNTY","2016","February","291017","272268","18749","6.4","4.7"
"BRISTOL COUNTY","2016","March","292704","275141","17563","6.0","4.5"
"BRISTOL COUNTY","2016","April","289568","275150","14418","5.0","3.9"
"BRISTOL COUNTY","2016","May","288141","274756","13385","4.6","3.9"
"BRISTOL COUNTY","2016","June","292264","277646","14618","5.0","4.2"
"BRISTOL COUNTY","2016","July","293229","278060","15169","5.2","4.2"
"BRISTOL COUNTY","2016","August","292261","278308","13953","4.8","3.8"
"BRISTOL COUNTY","2016","September","289711","275858","13853","4.8","3.8"
"BRISTOL COUNTY","2016","October","289547","277187","12360","4.3","3.5"
"BRISTOL COUNTY","2016","November","289720","278022","11698","4.0","3.3"
"BRISTOL COUNTY","2016","December","290347","277615","12732","4.4","3.5"
"BRISTOL COUNTY","2016","Annual","290690","275900","14790","5.1","4.0"
"BRISTOL COUNTY","2015","January","291915","269454","22461","7.7","5.8"
"BRISTOL COUNTY","2015","February","291581","269347","22234","7.6","5.5"
"BRISTOL COUNTY","2015","March","291239","270565","20674","7.1","5.2"
"BRISTOL COUNTY","2015","April","289559","272228","17331","6.0","4.6"
"BRISTOL COUNTY","2015","May","290370","272924","17446","6.0","4.9"
"BRISTOL COUNTY","2015","June","292586","274903","17683","6.0","5.0"
"BRISTOL COUNTY","2015","July","291666","273251","18415","6.3","5.0"
"BRISTOL COUNTY","2015","August","289896","273440","16456","5.7","4.5"
"BRISTOL COUNTY","2015","September","285728","269802","15926","5.6","4.5"
"BRISTOL COUNTY","2015","October","286791","272095","14696","5.1","4.2"
"BRISTOL COUNTY","2015","November","287525","273149","14376","5.0","4.1"
"BRISTOL COUNTY","2015","December","288792","273819","14973","5.2","4.1"
"BRISTOL COUNTY","2015","Annual","289804","272081","17723","6.1","4.8"
"BRISTOL COUNTY","2014","January","286473","260531","25942","9.1","6.7"
"BRISTOL COUNTY","2014","February","288208","261951","26257","9.1","6.7"
"BRISTOL COUNTY","2014","March","290142","264791","25351","8.7","6.4"
"BRISTOL COUNTY","2014","April","286072","265929","20143","7.0","5.5"
"BRISTOL COUNTY","2014","May","287802","267267","20535","7.1","5.7"
"BRISTOL COUNTY","2014","June","290853","269835","21018","7.2","5.9"
"BRISTOL COUNTY","2014","July","291020","268750","22270","7.7","6.1"
"BRISTOL COUNTY","2014","August","290210","269342","20868","7.2","5.7"
"BRISTOL COUNTY","2014","September","287389","267917","19472","6.8","5.5"
"BRISTOL COUNTY","2014","October","289576","271804","17772","6.1","5.0"
"BRISTOL COUNTY","2014","November","290247","272506","17741","6.1","4.9"
"BRISTOL COUNTY","2014","December","290370","272529","17841","6.1","4.8"
"BRISTOL COUNTY","2014","Annual","289031","267763","21268","7.4","5.7"
"BRISTOL COUNTY","2013","January","286855","257876","28979","10.1","7.6"
"BRISTOL COUNTY","2013","February","287258","258486","28772","10.0","7.2"
"BRISTOL COUNTY","2013","March","287803","260458","27345","9.5","6.9"
"BRISTOL COUNTY","2013","April","285805","262002","23803","8.3","6.3"
"BRISTOL COUNTY","2013","May","286502","262406","24096","8.4","6.6"
"BRISTOL COUNTY","2013","June","289894","264467","25427","8.8","7.1"
"BRISTOL COUNTY","2013","July","289165","263407","25758","8.9","7.0"
"BRISTOL COUNTY","2013","August","288474","264160","24314","8.4","6.5"
"BRISTOL COUNTY","2013","September","285009","261716","23293","8.2","6.5"
"BRISTOL COUNTY","2013","October","284084","262328","21756","7.7","6.2"
"BRISTOL COUNTY","2013","November","285345","263877","21468","7.5","5.9"
"BRISTOL COUNTY","2013","December","285365","263716","21649","7.6","5.9"
"BRISTOL COUNTY","2013","Annual","286797","262075","24722","8.6","6.6"
"BRISTOL COUNTY","2012","January","285623","257483","28140","9.9","7.4"
"BRISTOL COUNTY","2012","February","287130","259057","28073","9.8","7.3"
"BRISTOL COUNTY","2012","March","288786","261583","27203","9.4","6.9"
